age,earnings,industry,home_geoid,work_geoid
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
high,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
high,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,goods_prod,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173531022
high,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,low,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
high,mid,other,250173532001,250173531022
high,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
high,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
high,mid,other,250173532001,250173531022
mid,low,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
high,mid,other,250173532001,250173531022
mid,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
high,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,low,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
mid,high,other,250173532001,250173531022
high,mid,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
mid,mid,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,low,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,mid,other,250173532001,250173531022
low,high,other,250173532001,250173531022
high,high,other,250173532001,250173531022
low,high,other,250173532001,250173531022
low,high,other,250173532002,250173521021
low,high,trade_trans_util,250173532002,250173521021
high,high,other,250173532002,250173523002
mid,high,other,250173532002,250173523002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
low,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
low,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
low,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
low,high,other,250173532002,250173524002
low,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
low,high,other,250173532002,250173524002
high,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,high,other,250173532002,250173524002
mid,mid,other,250173532002,250173531022
low,mid,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
low,high,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
low,high,other,250173532002,250173531022
low,mid,other,250173532002,250173531022
low,high,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
low,high,other,250173532002,250173531022
low,high,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
low,low,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
high,mid,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
low,low,other,250173532002,250173531022
mid,low,other,250173532002,250173531022
low,high,other,250173532002,250173531022
low,high,other,250173532002,250173531022
low,mid,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
high,mid,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
mid,high,other,250173532002,250173531022
low,mid,other,250173532002,250173531022
mid,mid,other,250173532002,250173531022
mid,high,other,250173532003,250173521021
mid,high,other,250173532003,250173521021
low,low,other,250173532003,250173521021
low,low,other,250173532003,250173521021
low,low,other,250173532003,250173521021
low,low,other,250173532003,250173521021
mid,high,trade_trans_util,250173532003,250173521021
mid,high,other,250173532003,250173521021
mid,high,other,250173532003,250173521021
mid,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
high,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
high,high,other,250173532003,250173523002
low,high,other,250173532003,250173523002
mid,high,other,250173532003,250173523002
high,high,other,250173532003,250173523002
high,high,other,250173532003,250173523002
mid,high,other,250173532003,250173524002
mid,high,other,250173532003,250173524002
mid,high,trade_trans_util,250173532003,250173524002
low,high,other,250173532003,250173524002
low,high,other,250173532003,250173524002
mid,high,other,250173532003,250173524002
mid,high,other,250173532003,250173524002
mid,high,other,250173532003,250173524002
